TA_F_35015,,அந்த நதிகளிலிருந்து தண்ணீர் பெறும் ஏரிகளும் பூரணமாக நிரம்பிக் கரையின் உச்சியைத் தொட்டுக் கொண்டு அலைமோதிக் கொண்டிருப்பது வழக்கம்.,
TA_F_35016,,வட காவேரி என்று பக்தர்களாலும் கொள்ளிடம் என்று பொது மக்களாலும் வழங்கப்பட்ட நதியிலிருந்து வடவாற்றின் வழியாகத் தண்ணீர் வந்து வீர நாராயண ஏரியில் பாய்ந்து அதை ஒரு பொங்கும் கடலாக ஆக்கியிருந்தது.,
TA_F_35017,,அந்த ஏரியின் எழுபத்து நான்கு கணவாய்களின் வழியாகவும் தண்ணீர் குமுகுமுவென்று பாய்ந்து சுற்றுப் பக்கத்தில் நெடுந்தூரத்துக்கு நீர்வளத்தை அளித்துக் கொண்டிருந்தது.,
TA_F_35018,,அந்த ஏரித் தண்ணீரைக் கொண்டு கண்ணுக்கெட்டிய தூரம் கழனிகளில் உழவும் விரை தௌியும் நடவும் நடந்து கொண்டிருந்தன.,
TA_F_35019,,உழுது கொண்டிருந்த குடியானவர்களும் நடவு நட்டுக் கொண்டிருந்த குடியானப் பெண்களும் இனிய இசைகளில் குதூகலமாக அங்கங்கே பாடிக் கொண்டிருந்தார்கள்.,
TA_F_35020,,இதையெல்லாம் கேட்டுக் கொண்டு வந்தியத்தேவன் களைத்திருந்த குதிரையை விரட்டாமல் மெதுவாகவே போய்க் கொண்டிருந்தான்.,
TA_F_35021,,ஏரிக்கரை மீது ஏறியதிலிருந்து அந்த ஏரிக்கு எழுபத்துநாலு கணவாய்கள் உண்டு என்று சொல்லப்படுவது உண்மைதானா என்று அறிந்து கொள்ளும் நோக்கத்துடன் அவன் கணவாய்களை எண்ணிக் கொண்டே வந்தான்.ஏறக்குறைய ஒன்றரைக் காத தூரம் அவன் அந்த மாபெரும் ஏரிக்கரையோடு வந்த பிறகு எழுபது கணவாய்களை எண்ணியிருந்தான்.,
TA_F_35022,,ஆகா!,
TA_F_35023,,இது எவ்வளவு பிரம்மாண்டமான ஏரி?,
TA_F_35024,,எத்தனை நீளம்?,
TA_F_35025,,எத்தனை அகலம்?,
TA_F_35026,,தொண்டை நாட்டில் பல்லவப் பேரரசர்களின் காலத்தில் அமைத்த ஏரிகளையெல்லாம் இந்த ஏரிக்கு முன்னால் சிறிய குளங்குட்டைகள் என்றே சொல்லத் தோன்றும் அல்லவா?,
TA_F_35027,,வட காவேரியில் வீணாகச் சென்று கடலில் விழும் தண்ணீரைப் பயன்படுத்துவதற்காக மதுரை கொண்ட பராந்தகரின் புதல்வர் இளவரசர் இராஜாதித்தர் இந்தக் கடல் போன்ற ஏரியை அமைக்க வேண்டுமென்று எண்ணினாரே?,
TA_F_35028,,எண்ணி அதைச் செயலிலும் நிறைவேற்றினாரே?,
TA_F_35029,,அவர் எப்பேர்ப்பட்ட அறிவாளியாயிருந்திருக்க வேண்டும்?,
TA_F_35030,,வீர பௌருஷத்திலேத்தான் அவருக்கு இணை வேறு யார்?,
TA_F_35031,,தக்கோலத்தில் நடந்த போரில் தாமே முன்னணியில் யானை மீது ஏறிச் சென்று போராடினார் அல்லவா?,
TA_F_35032,,போராடிப் பகைவர்களின் வேலை மார்பிலே தாங்கிக் கொண்டு உயிர்நீத்தார் அல்லவா?,
TA_F_35033,,அதனால் ‘யானை மேல் துஞ்சிய தேவர்’ எனப் பெயர்பெற்று வீர சொர்க்கம் அடைந்தார் அல்லவா?,
TA_F_35034,,இந்தச் சோழ குலத்து மன்னர்களே அதிசயமானவர்கள்தான்!,
TA_F_35035,,"அவர்கள் வீரத்தில் எப்படியோ, அப்படியே அறத்திலும் மிக்கவர்கள்.",
TA_F_35036,,அறத்தில் எப்படியோ அப்படியே தெய்வபக்தியில் சிறந்தவர்கள்.,
TA_F_35037,,அத்தகைய சோழ குல மன்னர்களுடன் நட்புரிமை கொள்ளும் பேறு தனக்குக் கிடைத்திருப்பது பற்றி நினைக்க நினைக்க வந்தியத்தேவனுடைய தோள்கள் பூரித்தன.,
TA_F_35038,,மேற்குத் திசையிலிருந்து விர்ரென்று அடித்த காற்றினால் வீர நாராயண ஏரித் தண்ணீர் அலைமோதிக் கொண்டு கரையைத் தாக்கியதுபோல் அவனுடைய உள்ளமும் பெருமிதத்தினால் பொங்கித் ததும்பிற்று.,
TA_F_35039,,இப்படியெல்லாம் எண்ணிக் கொண்டு வீர நாராயண ஏரிக் கரையின் தென்கோடிக்கு வந்தியத்தேவன் வந்து சேர்ந்தான்.,
TA_F_35040,,"அங்கே வட காவேரியிலிருந்து பிரிந்து வந்த வடவாறு, ஏரியில் வந்து சேரும் காட்சியைக் கண்டான்.",
TA_F_35041,,ஏரிக்கரையிலிருந்து சிறிது தூரம் வரையில் ஏரியின் உட்புறம் படுகையாக அமைந்திருந்தது.,
TA_F_35042,,வெள்ளம் வந்து மோதும்போது கரைக்குச் சேதம் உண்டாகாமலிருக்கும் பொருட்டு அந்தப் படுகையில் கருவேல மரங்களையும் விளாமரங்களையும் நட்டு வளர்த்திருந்தார்கள்.,
TA_F_35043,,கரையோரமாக நாணல் அடர்த்தியாக வளர்ந்திருந்தது.,
TA_F_35044,,தென்மேற்குத் திசையிலிருந்து இருபுறமும் மர வரிசையுடன் வடவாற்றின் வெள்ளம் வந்து ஏரியில் கலக்கும் காட்சி சற்றுத் தூரத்திலிருந்து பார்க்கும்போது அழகிய வர்ணக் கோலம் போட்டது போல் காணப்பட்டது.,
TA_F_35045,,இந்த மனோகரமான தோற்றத்தின் இனிமையையும் குதூகலத்தையும் அதிகப்படுத்தும்படியான இன்னும் சில காட்சிகளை வந்தியத்தேவன் அங்கே கண்டான்.,
TA_F_35046,,அன்று பதினெட்டாம் பெருக்குத் திருநாள் அல்லவா?,
TA_F_35047,,"பக்கத்துக் கிராமங்களிலிருந்து, தந்த நிறத் தென்னங்குருத்துகளால் சப்பரங்கள் கட்டி இழுத்துக் கொண்டு கும்பல் கும்பலாக மக்கள் அங்கே வந்து கொண்டிருந்தார்கள்.",
TA_F_35048,,ஆண்களும் பெண்களும் குழந்தைகளும் சில வயோதிகர்களும் கூடப் புதிய ஆடைகள் அணிந்து விதவிதமான அலங்காரங்கள் செய்து கொண்டு வந்திருந்தார்கள்.,
TA_F_35049,,"பெண்களின் கூந்தல்களைத் தாழம்பூ, செவந்திப்பூ, மல்லிகை, முல்லை, இருவாட்சி, செண்பகம் முதலிய மலர்கள் கொத்துக் கொத்தாய் அலங்கரித்தன.",
TA_F_35050,,"கூட்டாஞ்சோறும், சித்திரான்னமும் எடுத்துக் கொண்டு பலர் குடும்பம் குடும்பமாக வந்திருந்தார்கள்.",
TA_F_35051,,"சிலர் ஏரிக்கரையில் தண்ணீர் ஓரமாக நின்று கொண்டு, சித்திரான்னம் முதலியவற்றைக் கமுகு மட்டைகளில் போட்டுக் கொண்டு உண்டார்கள்.",
TA_F_35052,,இன்னும் சில தைரியசாலிகள் சிறிது தூரம் தண்ணீரில் நடந்து சென்று வடவாற்றங்கரையை அடைந்து அங்கு நின்றபடி சாப்பிட்டார்கள்.,
TA_F_35053,,"குழந்தைகள் சிலர் சாப்பிட்ட கமுகு மட்டைகளைக் கணவாய்களின் ஓரமாய் எறிய, அந்த மட்டைகள் கணவாய்களின் வழியாக ஏரிக்கரைக்கு வெளியே விழுந்தடித்து ஓடி வருவதைக் கண்டு கைகொட்டிச் சிரித்தார்கள்.",
TA_F_35054,,ஆடவர்களில் சில வம்புக்காரர்கள் தங்கள் காதலிகளின் கூந்தல்களில் சூடியிருந்த மலர்களை அவர்கள் அறியாமல் எடுத்துக் கணவாய் ஓரத்தில் விட்டு ஏரிக்கரைக்கு மறு பக்கத்தில் அவை ஓடி வருவதைக் கண்டு மகிழ்ந்தார்கள்.,
TA_F_35055,,இதையெல்லாம் பார்த்துக் கொண்டு சிறிது நேரம் வல்லவரையன் அங்கேயே நின்று கொண்டிருந்தான்.,
TA_F_35056,,அங்கு நின்ற பெண்களில் இனிய குரலையுடைய சிலர் பாடுவதையும் காது கொடுத்துக் கேட்டான்.,
TA_F_35057,,"அவர்கள் ஓடப்பாட்டும், வெள்ளப் பாட்டும், கும்மியும், சிந்தும் பாடினார்கள்.",
TA_F_35058,,"“வடவாறு பொங்கி வருது

      வந்து பாருங்கள், பள்ளியரே!",
TA_F_35059,,"வெள்ளாறு விரைந்து வருது





      வேடிக்கை பாருங்கள், தோழியரே!",
TA_F_35060,,"காவேரி புரண்டு வருது





      காண வாருங்கள், பாங்கியரே!",
TA_F_35061,,என்பன போன்ற வெள்ளப் பாட்டுக்கள் வந்தியத்தேவன் செவிகளில் இன்ப வெள்ளமாகப் பாய்ந்தன.,
TA_F_35062,,வேறு சிலர் சோழ குல மன்னர்களின் வீரப் புகழைக் கூறும் பாடல்களைப் பாடினார்கள்.,
TA_F_35063,,"முப்பத்திரண்டு போர்களில் ஈடுபட்டு, உடம்பில் தொண்ணூற்றாறு காயங்களை ஆபரணங்களாகப் பூண்டிருந்த விஜயாலய சோழனின் வீரத்தைச் சில பெண்கள் பாடினார்கள்.",
TA_F_35064,,"அவனுடைய மகன் ஆதித்த சோழனுடைய வீரத்தைப் போற்றி, அவன் காவேரி நதி உற்பத்தியாகுமிடத்திலிருந்து கடலில் சேரும் இடம் வரையில் அறுபத்து நாலு சிவாலயங்கள் எடுப்பித்ததை ஒரு பெண் அழகிய பாட்டாகப் பாடினாள்.",
TA_F_35065,,"ஆதித்தனுடைய மகன் பராந்தக சோழ மகாராஜன் பாண்டியர்களையும் பல்லவர்களையும் சேரர்களையும் வென்று, ஈழத்துக்குப் படை அனுப்பி வெற்றிக் கொடி நாட்டிய மெய்க் கீர்த்தியை இன்னொரு பெண் உற்சாகம் ததும்பப் பாடினாள்.",
TA_F_35066,,ஒவ்வொருத்தியும் பாடியபோது அவளைச் சுற்றிலும் பலர் நின்று கேட்டார்கள்.,
TA_F_35067,,அவ்வப்போது “ஆ!,
TA_F_35068,,ஆ!” என்று கோஷித்துத் தங்கள் மகிழ்ச்சியைத் தெரிவித்துக் கொண்டார்கள்.,
TA_F_35069,,குதிரை மீது இருந்தபடியே அவர்களுடைய பாடல்களைக் கேட்டுக் கொண்டிருந்த வந்தியத்தேவனை ஒரு மூதாட்டி கவனித்தாள்.,
TA_F_35070,,“தம்பி!,
TA_F_35071,,வெகு தூரம் வந்தாய் போலிருக்கிறது.,
TA_F_35072,,களைத்திருக்கிறாய்!,
TA_F_35073,,குதிரை மீதிருந்து இறங்கி வந்து கொஞ்சம் கூட்டாஞ்சோறு சாப்பிடு!” என்றாள்.,
TA_F_35074,,"உடனே, பல இள நங்கைகள் நம் வாலிபப் பிரயாணியைப் பார்த்தார்கள்.",
TA_F_35075,,அவனுடைய தோற்றத்தைக் குறித்துத் தங்களுக்குள் இரகசியமாய்ப் பேசிக் கொண்டு கலகலவென்று சிரித்தார்கள்.,
TA_F_35076,,வந்தியத்தேவனை ஒரு பக்கம் வெட்கமும் இன்னொருபுறம் குதூகலமும் பிடுங்கித் தின்றன.,
TA_F_35077,,அந்த மூதாட்டி சொற்படி இறங்கிச் சென்று அவள் தரும் உணவைச் சாப்பிடலாமா என்று ஒருகணம் சிந்தித்தான்.,
TA_F_35078,,அப்படிச் சென்றால் அங்கே நின்ற இளமங்கைமார்கள் பலரும் அவனைச் சூழ்ந்து கொண்டு பரிகசித்துச் சிரிப்பார்கள் என்பது நிச்சயம்.,
TA_F_35079,,அதனால் என்ன?,
TA_F_35080,,அத்தனை அழகிய பெண்களை ஒரே இடத்தில் காண்பது சுலபமான காரியமா?,
TA_F_35081,,அவர்கள் தன்னைப் பரிகசித்துச் சிரித்தாலும் அந்த ஒலி தேவகானமாகவே இருக்கும்.,
TA_F_35082,,வந்தியத்தேவனின் யௌவனக் கண்களுக்கு அந்த ஏரிக்கரையில் நின்ற நங்கைகள் எல்லாரும் அரம்பைகளாகவும் மேனகைகளாகவுமே தோன்றினார்கள்!,
TA_F_35083,,ஆனால் அதே சமயத்தில் தென்மேற்குத் திசையில் வடவாற்றின் நீரோட்டத்தில் தோன்றிய ஒரு காட்சி அவனைச் சிறிது தயங்கச் செய்தது.,
TA_F_35084,,"வெள்ளைப் பாய்கள் விரிக்கப்பட்ட ஏழெட்டுப் பெரிய ஓடங்கள், வெண்சிறகுகளை விரித்துக் கொண்டு நீரில் மிதந்து வரும் அன்னப் பட்சிகளைப் போல், மேலக் காற்றினால் உந்தப்பட்டு விரைந்து வந்து கொண்டிருந்தன.",
TA_F_35085,,ஏரிக்கரையில் பலவகைக் களியாட்டங்களில் ஈடுபட்டிருந்த ஜனங்கள் அத்தனை பேரும் அந்தப் படகுகள் வரும் திசையையே ஆவலுடன் பார்க்கத் தொடங்கினார்கள்.,
TA_F_35086,,அந்தப் படகுகளிலே ஒரு படகு எல்லாவற்றுக்கும் முன்னதாக விரைந்து வந்து ஏரிக்கரை வடக்கு நோக்கித் திரும்பும் மூலையை அடைந்தது.,
TA_F_35087,,அந்தப் படகில் கூரிய பிரகாசமான வேல்களை ஏந்திய ஆஜானுபாகுவான வீரர்கள் பலர் இருந்தார்கள்.,
TA_F_35088,,அவர்களில் சிலர் ஏரிக்கரையில் குதித்திறங்கி அங்கே இருந்த ஜனங்களைப் பார்த்துப் “போங்கள்!,
TA_F_35089,,போங்கள்!” என்று விரட்டினார்கள்.,
TA_F_35090,,அவர்கள் அதிகமாக விரட்டுவதற்கு இடம் வையாமல் ஜனங்களும் அவரவர்களுடைய பாத்திரங்கள் முதலியவற்றை எடுத்துக் கொண்டு விரைந்து கரையேறத் தொடங்கினார்கள்.,
TA_F_35091,,"வந்தியதேவனுக்கு இது ஒன்றும் விளங்கவில்லை, இந்த வீரர்கள் யார்?",
TA_F_35092,,பின்னால் வரும் பாய் விரித்த படகுகளில் யார் வருகிறார்கள்?,
TA_F_35093,,எங்கிருந்து வருகிறார்கள்?,
TA_F_35094,,ஒருவேளை அரச குடும்பத்தைச் சேர்ந்தவர்களாயிருப்பார்களோ?,
TA_F_35095,,ஏரிக்கரையில் கையிலே கோல் பிடித்து நின்ற பெரியவர் ஒருவரை வல்லவரையன் அணுகினான்.,
TA_F_35096,,“ஐயா!,
TA_F_35097,,இந்த வீரர்கள் யாரைச் சேர்ந்தவர்கள்?,
TA_F_35098,,அதோ பின்னால் வரும் அன்னக்கூட்டம் போன்ற ஓடங்கள் யாருடையவை?,
TA_F_35099,,எதற்காக இவ்வீரர்கள் மக்களை விரட்டுகிறார்கள்?,
TA_F_35100,,மக்களும் எதற்காக விரைகிறார்கள்?” என்று கேள்விகளை அடுக்கினான்.,
TA_F_35101,,“தம்பி!,
TA_F_35102,,"உனக்குத் தெரியவில்லையா, என்ன?",
TA_F_35103,,அதோ அந்தப் படகுகளின் நடுப் படகில் ஒரு கொடி பறக்கிறதே!,
TA_F_35104,,"அதில் என்ன எழுதியிருக்கிறது, பார்!” என்றார் பெரியவர்.",
TA_F_35105,,"“பனைமரம் போல் தோன்றுகிறது.”

“பனைமரந்தான்!",
TA_F_35106,,"பனைமரக் கொடி பழுவேட்டரையர் கொடி என்று உனக்குத் தெரியாதா?”

“மகாவீரர் பழுவேட்டரையரா வருகிறார்?” என்று வந்தியத்தேவன் திடுக்கிட்ட குரலில் கேட்டான்.",
TA_F_35107,,“அப்படிதான் இருக்க வேண்டும்; பனைமரக் கொடியை உயர்த்திக் கொண்டு வேறு யார் வரமுடியும்?” என்றார் பெரியவர்.,
TA_F_35108,,வல்லவரையனுடைய கண்கள் அளவிலா வியப்பினால் விரிந்து படகுகள் வந்த திசையை நோக்கின.,
TA_F_35109,,பழுவேட்டரையரைப் பற்றி வல்லவரையன் எவ்வளவோ கேள்விப்பட்டிருந்தான்.,
TA_F_35110,,யார்தான் கேள்விப்படாமலிருக்க முடியும்?,
TA_F_35111,,"தெற்கே ஈழநாட்டிலிருந்து வடக்கே கலிங்க நாடு வரையில் அண்ணன் தம்பிகளான பெரிய பழுவேட்டரையர், சின்னப் பழுவேட்டரையர் என்பவர்களுடைய பெயர்கள் பிரசித்தமாயிருந்தன.",
TA_F_35112,,உறையூருக்குப் பக்கத்தில் வட காவேரியின் வடகரையில் உள்ள பழுவூர் அவர்களுடைய நகரம்.,
TA_F_35113,,விஜயாலய சோழன் காலத்திலிருந்து பழுவேட்டரையர் குலம் வீரப் புகழ்பெற்றிருந்தது.,
TA_F_35114,,அக்குடும்பத்தார் சோழ மன்னர் குடும்பத்துடன் கொள்வினை – கொடுப்பினை செய்து வந்தனர்.,
TA_F_35115,,"இது காரணமாகவும், அவர்களுடைய குலத்தொன்மை, வீரப்புகழ் இவை காரணமாகவும் பழுவேட்டரையர் குலம் அரச குலத்தின் சிறப்புகள் எல்லாம் பெற்றிருந்தது.",
TA_F_35116,,தனியாகக் கொடி போட்டுக் கொள்ளும் உரிமையும் அக்குலத்துக்கு உண்டு.,
TA_F_35117,,இப்போதுள்ள பழுவேட்டரையர் இருவரில் மூத்தவர் இருபத்து நான்கு போர்களில் ஈடுபட்டவர்.,
TA_F_35118,,அவருடைய காலத்தில் அவருக்கு இணையான வீரர் சோழ நாட்டில் யாருமில்லையென்று புகழ்பெற்றவர்.,
TA_F_35119,,இப்போது பிராயம் ஐம்பதுக்கு மேல் ஆகிவிட்டபடியால் அவர் போர்க்களங்களுக்கு நேரில் செல்வதில்லை.,
TA_F_35120,,ஆனால் சோழ நாட்டு அரசாங்கத்தில் மிக உன்னதமான பல பதவிகளை வகித்து வந்தார்.,
TA_F_35121,,அவர் சோழ சாம்ராஜ்யத்தின் தனாதிகாரி; தான்யாதிகாரி; தனபண்டாரமும் தான்ய பண்டாரமும் அவருடைய அதிகாரத்தில் இருந்தன.,
TA_F_35122,,அரசியலின் தேவைக்குத் தகுந்தபடி இறை விதித்து வசூலிக்கும் அதிகாரம் அவரிடம் இருந்தது.,
TA_F_35123,,"எந்தச் சிற்றரசரையும், கோட்டத் தலைவரையும், பெரிய குடித்தனக்காரரையும், “இவ்வாண்டு இவ்வளவு இறை தர வேண்டும்?” என்று கட்டளையிட்டு வசூலிக்கும் உரிமை அவருக்கு இருந்தது.",
TA_F_35124,,"ஆகவே, சுந்தர சோழ மகாராஜாவுக்கு அடுத்தபடியாகச் சோழ சாம்ராஜ்யத்தில் இப்போது வலிமை மிக்கவர் பழுவேட்டரையர்தான்.",
TA_F_35125,,"அத்தகைய மகா வீரரும் அளவிலா வலிமையும் அதிகாரமும் படைத்தவருமான, பெரிய பழுவேட்டரையரைப் பார்க்க வேண்டும் என்ற ஆவல் வந்தியத்தேவனுடைய உள்ளத்தில் பொங்கியது.",
TA_F_35126,,"ஆனால் அதே சமயத்தில், காஞ்சி நகரின் புதிய பொன் மாளிகையில் இளவரசர் ஆதித்த கரிகாலர் தன்னிடம் அந்தரங்கமாகச் சொன்ன செய்தி அவனுக்கு நினைவு வந்தது.",
TA_F_35127,,“வந்தியத்தேவா!,
TA_F_35128,,நீ சுத்த வீரன் என்பதை நன்கு அறிவேன்.,
TA_F_35129,,அத்துடன் நீ நல்ல அறிவாளி என்று நம்பி இந்த மாபெரும் பொறுப்பை உன்னிடம் ஒப்புவிக்கிறேன்.,
TA_F_35130,,நான் கொடுத்த இரு ஓலைகளில் ஒன்றை என் தந்தை மகாராஜாவிடமும் இன்னொன்றை என் சகோதரி இளையபிராட்டியிடமும் ஒப்புவிக்க வேண்டும்.,
TA_F_35131,,தஞ்சையில் இராஜ்யத்தின் பெரிய பெரிய அதிகாரிகளைப் பற்றிக் கூட ஏதேதோ கேள்விப்படுகிறேன்.,
TA_F_35132,,ஆகையால் நான் அனுப்பும் செய்தி யாருக்கும் தெரியக் கூடாது.,
TA_F_35133,,எவ்வளவு முக்கியமானவராயிருந்தாலும் நீ என்னிடமிருந்து ஓலை கொண்டு போவது தெரியக்கூடாது.,
TA_F_35134,,வழியில் யாருடனும் சண்டை பிடிக்க கூடாது.,
TA_F_35135,,நீயாக வலுச் சண்டைக்குப் போகாமலிருந்தால் மட்டும் போதாது.,
TA_F_35136,,மற்றவர்கள் வலுச் சண்டைக்கு இழுத்தாலும் நீ அகப்பட்டுக் கொள்ளக் கூடாது.,
TA_F_35137,,உன்னுடைய வீரத்தை நான் நன்கறிவேன்.,
TA_F_35138,,"எத்தனையோ தடவை நிரூபித்திருக்கிறாய், ஆகையால் வலிய வரும் சண்டையிலிருந்து விலகிக் கொண்டாலும் கௌரவக் குறைவு ஒன்றும் உனக்கு ஏற்பட்டு விடாது.",
TA_F_35139,,"முக்கியமாக, பழுவேட்டரையர்களிடமும் என் சிறிய தந்தை மதுராந்தகரிடமும் நீ மிக்க ஜாக்கிரதையாக நடந்து கொள்ள வேண்டும்.",
TA_F_35140,,அவர்களுக்கு நீ இன்னான் என்று கூடத் தெரியக் கூடாது!,
TA_F_35141,,"நீ எதற்காகப் போகிறாய் என்று அவர்களுக்குக் கண்டிப்பாய்த் தெரியக் கூடாது!”

சோழ சாம்ராஜ்யத்தின் பட்டத்துக்குரிய இளவரசரும் வடதிசைச் சைன்யத்தின் மகாதண்ட நாயகருமான ஆதித்த கரிகாலர் இவ்விதம் சொல்லியிருந்தார்.",
TA_F_35142,,மேலும் வந்தியத்தேவன் நடந்து கொள்ள வேண்டியவிதங்களைப் பற்றியும் படித்துப் படித்துக் கூறியிருந்தார்.,
TA_F_35143,,"இவையெல்லாம் நினைவு வரவே, பழுவேட்டரையரைப் பார்க்க வேண்டும் என்ற ஆவலை வல்லவரையன் அடக்கிக் கொண்டான்.",
TA_F_35144,,குதிரையைத் தட்டிவிட்டு வேகமாகச் செல்ல முயன்றான்.,
TA_F_35145,,என்ன தட்டி விட்டாலும் களைப்புற்றிருந்த அந்தக் குதிரை மெதுவாகவே சென்றது.,
TA_F_35146,,இன்று இரவு கடம்பூர் சம்புவரையர் மாளிகையில் தங்கிவிட்டு நாளைக் காலையில் புறப்படும்போது வேறு நல்ல குதிரை சம்பாதித்துக் கொண்டே கிளம்ப வேண்டும் என்று மனதிற்குள் தீர்மானித்துக் கொண்டான்.,
TA_F_35147,,"________________

ஏரிக் கரையிலிருந்து கீழிறங்கித் தென்திசை சென்ற பாதையில் குதிரையைச் செலுத்தியபோது வந்தியத்தேவனுடைய உள்ளம் ஏரி அலைகளின் மீது நடனமாடிய படகைப் போல் ஆனந்தக் கூத்தாடியது.",
TA_F_35148,,உள்ளத்தின் உள்ளே மறைந்து கிடந்த குதூகலம் பொங்கித் ததும்பியது.,
TA_F_35149,,வாழ்க்கையில் வேறு யாரும் காணாத அதிசய அனுபவங்களைத் தான் அடையும் காலம் நெருங்கி விட்டதென்று அவனுடைய உள்ளுணர்ச்சி சொல்லியது.,
TA_F_35150,,சோழ நாட்டை அணுகும்போதே இவ்வளவு ஆனந்தக் கோலாகலமாயிருக்கிறதே?,
TA_F_35151,,கொள்ளிடத்தைத் தாண்டி விட்ட பின்னர் அச்சோழ நாட்டின் நீர்வளமும் நிலவளமும் எப்படியிருக்கும்?,
TA_F_35152,,அந்நாட்டில் வாழும் மக்களும் மங்கையரும் எப்படியிருப்பார்கள்?,
TA_F_35153,,எத்தனை நதிகள்?,
TA_F_35154,,எத்தனை குளங்கள்?,
TA_F_35155,,எத்தனை தௌிநீர் ஓடைகள்?,
TA_F_35156,,கவிகளிலும் காவியங்களிலும் பாடப்பெற்ற பொன்னி நதியின் காட்சி எப்படியிருக்கும்?,
TA_F_35157,,அதன் கரைகளிலே பூத்துக் குலுங்கும் புன்னை மரங்களும் கொன்னை மரங்களும் கடம்ப மரங்களும் எத்தகைய மனோகரமான காட்சியாயிருக்கும்?,
TA_F_35158,,நீரோடைகளில் குவளைகளும் குமுதங்களும் கண்காட்டி அழைப்பதும் செந்தாமரைகள் முகமலர்ந்து வரவேற்பதும் எத்தகைய இனிய காட்சியாயிருக்கும்?,
TA_F_35159,,காவேரியின் இரு கரைகளிலும் சிவபக்திச் செல்வர்களான சோழப் பரம்பரையினர் எடுப்பித்துள்ள அற்புத வேலைப்பாடமைந்த ஆலயங்கள் எவ்வளவு அழகாயிருக்கும்?,
TA_F_35160,,ஆகா!,
TA_F_35161,,பழையாறை நகர்!,
TA_F_35162,,சோழ மன்னர்களின் தலைநகர்!,
TA_F_35163,,பூம்புகாரையும் உறையூரையும் சிறிய குக்கிராமங்களாகச் செய்துவிட்ட பழையாறை!,
