file_path,ID,duration,text,speaker,old_speaker
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35010.wav,TA_F_35010,3.43,வல்லவரையன் வந்தியத்தேவன் என்பது அவன் பெயர்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35011.wav,TA_F_35011,7.54,நெடுந்தூரம் பிரயாணம் செய்து அலுத்துக்களைத்திருந்த அவனுடைய குதிரை மெள்ள மெள்ள நடந்து சென்று கொண்டிருந்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35012.wav,TA_F_35012,3.26,அதைப் பற்றி அந்த இளம் வீரன் கவலைப்படவில்லை.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35013.wav,TA_F_35013,7.31,அகண்டமான அவன் வீர நாராயண ஏரியின் தோற்றம் அவன் உள்ளத்தை அவ்வளவாக வசீகரித்திருந்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35014.wav,TA_F_35014,7.67,ஆடிப் பதினெட்டாம் பெருக்கன்று சோழநாட்டு நதிகளிலெல்லாம் வெள்ளம் இருகரையும்தொட்டுக் கொண்டு ஓடுவது வழக்கம்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35015.wav,TA_F_35015,9.58,அந்த நதிகளிலிருந்து தண்ணீர் பெறும் ஏரிகளும் பூரணமாக நிரம்பிக் கரையின் உச்சியைத் தொட்டுக் கொண்டு அலைமோதிக் கொண்டிருப்பது வழக்கம்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35016.wav,TA_F_35016,15.34,வட காவேரி என்று பக்தர்களாலும் கொள்ளிடம் என்று பொது மக்களாலும் வழங்கப்பட்ட நதியிலிருந்து வடவாற்றின் வழியாகத் தண்ணீர் வந்து வீர நாராயண ஏரியில் பாய்ந்து அதை ஒரு பொங்கும் கடலாக ஆக்கியிருந்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35017.wav,TA_F_35017,11.52,அந்த ஏரியின் எழுபத்து நான்கு கணவாய்களின் வழியாகவும் தண்ணீர் குமுகுமுவென்று பாய்ந்து சுற்றுப் பக்கத்தில் நெடுந்தூரத்துக்கு நீர்வளத்தை அளித்துக் கொண்டிருந்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35018.wav,TA_F_35018,8.14,அந்த ஏரித் தண்ணீரைக் கொண்டு கண்ணுக்கெட்டிய தூரம் கழனிகளில் உழவும் விரை தௌியும் நடவும் நடந்து கொண்டிருந்தன.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35019.wav,TA_F_35019,10.1,உழுது கொண்டிருந்த குடியானவர்களும் நடவு நட்டுக் கொண்டிருந்த குடியானப் பெண்களும் இனிய இசைகளில் குதூகலமாக அங்கங்கே பாடிக் கொண்டிருந்தார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35020.wav,TA_F_35020,8.1,இதையெல்லாம் கேட்டுக் கொண்டு வந்தியத்தேவன் களைத்திருந்த குதிரையை விரட்டாமல் மெதுவாகவே போய்க் கொண்டிருந்தான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35021.wav,TA_F_35021,23.37,ஏரிக்கரை மீது ஏறியதிலிருந்து அந்த ஏரிக்கு எழுபத்துநாலு கணவாய்கள் உண்டு என்று சொல்லப்படுவது உண்மைதானா என்று அறிந்து கொள்ளும் நோக்கத்துடன் அவன் கணவாய்களை எண்ணிக் கொண்டே வந்தான்.ஏறக்குறைய ஒன்றரைக் காத தூரம் அவன் அந்த மாபெரும் ஏரிக்கரையோடு வந்த பிறகு எழுபது கணவாய்களை எண்ணியிருந்தான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35022.wav,TA_F_35022,0.82,ஆகா!,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35023.wav,TA_F_35023,2.41,இது எவ்வளவு பிரம்மாண்டமான ஏரி?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35024.wav,TA_F_35024,1.69,எத்தனை நீளம்?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35025.wav,TA_F_35025,1.49,எத்தனை அகலம்?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35026.wav,TA_F_35026,9.79,தொண்டை நாட்டில் பல்லவப் பேரரசர்களின் காலத்தில் அமைத்த ஏரிகளையெல்லாம் இந்த ஏரிக்கு முன்னால் சிறிய குளங்குட்டைகள் என்றே சொல்லத் தோன்றும் அல்லவா?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35027.wav,TA_F_35027,13.47,வட காவேரியில் வீணாகச் சென்று கடலில் விழும் தண்ணீரைப் பயன்படுத்துவதற்காக மதுரை கொண்ட பராந்தகரின் புதல்வர் இளவரசர் இராஜாதித்தர் இந்தக் கடல் போன்ற ஏரியை அமைக்க வேண்டுமென்று எண்ணினாரே?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35028.wav,TA_F_35028,3.34,எண்ணி அதைச் செயலிலும் நிறைவேற்றினாரே?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35029.wav,TA_F_35029,3.55,அவர் எப்பேர்ப்பட்ட அறிவாளியாயிருந்திருக்க வேண்டும்?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35030.wav,TA_F_35030,4.42,வீர பௌருஷத்திலேத்தான் அவருக்கு இணை வேறு யார்?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35031.wav,TA_F_35031,6.39,தக்கோலத்தில் நடந்த போரில் தாமே முன்னணியில் யானை மீது ஏறிச் சென்று போராடினார் அல்லவா?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35032.wav,TA_F_35032,5.12,போராடிப் பகைவர்களின் வேலை மார்பிலே தாங்கிக் கொண்டு உயிர்நீத்தார் அல்லவா?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35033.wav,TA_F_35033,6.69,அதனால் ‘யானை மேல் துஞ்சிய தேவர்’ எனப் பெயர்பெற்று வீர சொர்க்கம் அடைந்தார் அல்லவா?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35034.wav,TA_F_35034,4.07,இந்தச் சோழ குலத்து மன்னர்களே அதிசயமானவர்கள்தான்!,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35035.wav,TA_F_35035,4.61,"அவர்கள் வீரத்தில் எப்படியோ, அப்படியே அறத்திலும் மிக்கவர்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35036.wav,TA_F_35036,5.23,அறத்தில் எப்படியோ அப்படியே தெய்வபக்தியில் சிறந்தவர்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35037.wav,TA_F_35037,9.94,அத்தகைய சோழ குல மன்னர்களுடன் நட்புரிமை கொள்ளும் பேறு தனக்குக் கிடைத்திருப்பது பற்றி நினைக்க நினைக்க வந்தியத்தேவனுடைய தோள்கள் பூரித்தன.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35038.wav,TA_F_35038,12.59,மேற்குத் திசையிலிருந்து விர்ரென்று அடித்த காற்றினால் வீர நாராயண ஏரித் தண்ணீர் அலைமோதிக் கொண்டு கரையைத் தாக்கியதுபோல் அவனுடைய உள்ளமும் பெருமிதத்தினால் பொங்கித் ததும்பிற்று.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35039.wav,TA_F_35039,7.17,இப்படியெல்லாம் எண்ணிக் கொண்டு வீர நாராயண ஏரிக் கரையின் தென்கோடிக்கு வந்தியத்தேவன் வந்து சேர்ந்தான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35040.wav,TA_F_35040,6.57,"அங்கே வட காவேரியிலிருந்து பிரிந்து வந்த வடவாறு, ஏரியில் வந்து சேரும் காட்சியைக் கண்டான்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35041.wav,TA_F_35041,5.98,ஏரிக்கரையிலிருந்து சிறிது தூரம் வரையில் ஏரியின் உட்புறம் படுகையாக அமைந்திருந்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35042.wav,TA_F_35042,10.71,வெள்ளம் வந்து மோதும்போது கரைக்குச் சேதம் உண்டாகாமலிருக்கும் பொருட்டு அந்தப் படுகையில் கருவேல மரங்களையும் விளாமரங்களையும் நட்டு வளர்த்திருந்தார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35043.wav,TA_F_35043,4.67,கரையோரமாக நாணல் அடர்த்தியாக வளர்ந்திருந்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35044.wav,TA_F_35044,13.94,தென்மேற்குத் திசையிலிருந்து இருபுறமும் மர வரிசையுடன் வடவாற்றின் வெள்ளம் வந்து ஏரியில் கலக்கும் காட்சி சற்றுத் தூரத்திலிருந்து பார்க்கும்போது அழகிய வர்ணக் கோலம் போட்டது போல் காணப்பட்டது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35045.wav,TA_F_35045,10.08,இந்த மனோகரமான தோற்றத்தின் இனிமையையும் குதூகலத்தையும் அதிகப்படுத்தும்படியான இன்னும் சில காட்சிகளை வந்தியத்தேவன் அங்கே கண்டான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35046.wav,TA_F_35046,2.77,அன்று பதினெட்டாம் பெருக்குத் திருநாள் அல்லவா?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35047.wav,TA_F_35047,9.98,"பக்கத்துக் கிராமங்களிலிருந்து, தந்த நிறத் தென்னங்குருத்துகளால் சப்பரங்கள் கட்டி இழுத்துக் கொண்டு கும்பல் கும்பலாக மக்கள் அங்கே வந்து கொண்டிருந்தார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35048.wav,TA_F_35048,9.87,ஆண்களும் பெண்களும் குழந்தைகளும் சில வயோதிகர்களும் கூடப் புதிய ஆடைகள் அணிந்து விதவிதமான அலங்காரங்கள் செய்து கொண்டு வந்திருந்தார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35049.wav,TA_F_35049,10.72,"பெண்களின் கூந்தல்களைத் தாழம்பூ, செவந்திப்பூ, மல்லிகை, முல்லை, இருவாட்சி, செண்பகம் முதலிய மலர்கள் கொத்துக் கொத்தாய் அலங்கரித்தன.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35050.wav,TA_F_35050,6.4,"கூட்டாஞ்சோறும், சித்திரான்னமும் எடுத்துக் கொண்டு பலர் குடும்பம் குடும்பமாக வந்திருந்தார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35051.wav,TA_F_35051,9.24,"சிலர் ஏரிக்கரையில் தண்ணீர் ஓரமாக நின்று கொண்டு, சித்திரான்னம் முதலியவற்றைக் கமுகு மட்டைகளில் போட்டுக் கொண்டு உண்டார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35052.wav,TA_F_35052,8.86,இன்னும் சில தைரியசாலிகள் சிறிது தூரம் தண்ணீரில் நடந்து சென்று வடவாற்றங்கரையை அடைந்து அங்கு நின்றபடி சாப்பிட்டார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35053.wav,TA_F_35053,14.51,"குழந்தைகள் சிலர் சாப்பிட்ட கமுகு மட்டைகளைக் கணவாய்களின் ஓரமாய் எறிய, அந்த மட்டைகள் கணவாய்களின் வழியாக ஏரிக்கரைக்கு வெளியே விழுந்தடித்து ஓடி வருவதைக் கண்டு கைகொட்டிச் சிரித்தார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35054.wav,TA_F_35054,14.51,ஆடவர்களில் சில வம்புக்காரர்கள் தங்கள் காதலிகளின் கூந்தல்களில் சூடியிருந்த மலர்களை அவர்கள் அறியாமல் எடுத்துக் கணவாய் ஓரத்தில் விட்டு ஏரிக்கரைக்கு மறு பக்கத்தில் அவை ஓடி வருவதைக் கண்டு மகிழ்ந்தார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35055.wav,TA_F_35055,6.36,இதையெல்லாம் பார்த்துக் கொண்டு சிறிது நேரம் வல்லவரையன் அங்கேயே நின்று கொண்டிருந்தான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35056.wav,TA_F_35056,7.02,அங்கு நின்ற பெண்களில் இனிய குரலையுடைய சிலர் பாடுவதையும் காது கொடுத்துக் கேட்டான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35057.wav,TA_F_35057,5.86,"அவர்கள் ஓடப்பாட்டும், வெள்ளப் பாட்டும், கும்மியும், சிந்தும் பாடினார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35058.wav,TA_F_35058,3.42,"“வடவாறு பொங்கி வருது

      வந்து பாருங்கள், பள்ளியரே!",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35059.wav,TA_F_35059,3.55,"வெள்ளாறு விரைந்து வருது





      வேடிக்கை பாருங்கள், தோழியரே!",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35060.wav,TA_F_35060,3.45,"காவேரி புரண்டு வருது





      காண வாருங்கள், பாங்கியரே!",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35061.wav,TA_F_35061,6.45,என்பன போன்ற வெள்ளப் பாட்டுக்கள் வந்தியத்தேவன் செவிகளில் இன்ப வெள்ளமாகப் பாய்ந்தன.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35062.wav,TA_F_35062,5.85,வேறு சிலர் சோழ குல மன்னர்களின் வீரப் புகழைக் கூறும் பாடல்களைப் பாடினார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35063.wav,TA_F_35063,10.78,"முப்பத்திரண்டு போர்களில் ஈடுபட்டு, உடம்பில் தொண்ணூற்றாறு காயங்களை ஆபரணங்களாகப் பூண்டிருந்த விஜயாலய சோழனின் வீரத்தைச் சில பெண்கள் பாடினார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35064.wav,TA_F_35064,14.9,"அவனுடைய மகன் ஆதித்த சோழனுடைய வீரத்தைப் போற்றி, அவன் காவேரி நதி உற்பத்தியாகுமிடத்திலிருந்து கடலில் சேரும் இடம் வரையில் அறுபத்து நாலு சிவாலயங்கள் எடுப்பித்ததை ஒரு பெண் அழகிய பாட்டாகப் பாடினாள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35065.wav,TA_F_35065,14.71,"ஆதித்தனுடைய மகன் பராந்தக சோழ மகாராஜன் பாண்டியர்களையும் பல்லவர்களையும் சேரர்களையும் வென்று, ஈழத்துக்குப் படை அனுப்பி வெற்றிக் கொடி நாட்டிய மெய்க் கீர்த்தியை இன்னொரு பெண் உற்சாகம் ததும்பப் பாடினாள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35066.wav,TA_F_35066,4.97,ஒவ்வொருத்தியும் பாடியபோது அவளைச் சுற்றிலும் பலர் நின்று கேட்டார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35067.wav,TA_F_35067,2.33,அவ்வப்போது “ஆ!,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35068.wav,TA_F_35068,5.43,ஆ!” என்று கோஷித்துத் தங்கள் மகிழ்ச்சியைத் தெரிவித்துக் கொண்டார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35069.wav,TA_F_35069,8.13,குதிரை மீது இருந்தபடியே அவர்களுடைய பாடல்களைக் கேட்டுக் கொண்டிருந்த வந்தியத்தேவனை ஒரு மூதாட்டி கவனித்தாள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35070.wav,TA_F_35070,0.81,“தம்பி!,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35071.wav,TA_F_35071,2.25,வெகு தூரம் வந்தாய் போலிருக்கிறது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35072.wav,TA_F_35072,1.68,களைத்திருக்கிறாய்!,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35073.wav,TA_F_35073,5.11,குதிரை மீதிருந்து இறங்கி வந்து கொஞ்சம் கூட்டாஞ்சோறு சாப்பிடு!” என்றாள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35074.wav,TA_F_35074,4.99,"உடனே, பல இள நங்கைகள் நம் வாலிபப் பிரயாணியைப் பார்த்தார்கள்.",0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35075.wav,TA_F_35075,7.27,அவனுடைய தோற்றத்தைக் குறித்துத் தங்களுக்குள் இரகசியமாய்ப் பேசிக் கொண்டு கலகலவென்று சிரித்தார்கள்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35076.wav,TA_F_35076,6.07,வந்தியத்தேவனை ஒரு பக்கம் வெட்கமும் இன்னொருபுறம் குதூகலமும் பிடுங்கித் தின்றன.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35077.wav,TA_F_35077,6.74,அந்த மூதாட்டி சொற்படி இறங்கிச் சென்று அவள் தரும் உணவைச் சாப்பிடலாமா என்று ஒருகணம் சிந்தித்தான்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35078.wav,TA_F_35078,8.42,அப்படிச் சென்றால் அங்கே நின்ற இளமங்கைமார்கள் பலரும் அவனைச் சூழ்ந்து கொண்டு பரிகசித்துச் சிரிப்பார்கள் என்பது நிச்சயம்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35079.wav,TA_F_35079,1.57,அதனால் என்ன?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35080.wav,TA_F_35080,5.14,அத்தனை அழகிய பெண்களை ஒரே இடத்தில் காண்பது சுலபமான காரியமா?,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35081.wav,TA_F_35081,5.63,அவர்கள் தன்னைப் பரிகசித்துச் சிரித்தாலும் அந்த ஒலி தேவகானமாகவே இருக்கும்.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35082.wav,TA_F_35082,9.69,வந்தியத்தேவனின் யௌவனக் கண்களுக்கு அந்த ஏரிக்கரையில் நின்ற நங்கைகள் எல்லாரும் அரம்பைகளாகவும் மேனகைகளாகவுமே தோன்றினார்கள்!,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35083.wav,TA_F_35083,9.81,ஆனால் அதே சமயத்தில் தென்மேற்குத் திசையில் வடவாற்றின் நீரோட்டத்தில் தோன்றிய ஒரு காட்சி அவனைச் சிறிது தயங்கச் செய்தது.,0,rasa_extended
/nlsasfs/home/ai4bharat/praveens/ttsteam/datasets/rasa_books_master/wavs-22k/TA_F_35084.wav,TA_F_35084,13.4,"வெள்ளைப் பாய்கள் விரிக்கப்பட்ட ஏழெட்டுப் பெரிய ஓடங்கள், வெண்சிறகுகளை விரித்துக் கொண்டு நீரில் மிதந்து வரும் அன்னப் பட்சிகளைப் போல், மேலக் காற்றினால் உந்தப்பட்டு விரைந்து வந்து கொண்டிருந்தன.",0,rasa_extended
